case	label	category	baseline_score	score	gain
llama_tulu	matched_random_top25_seed44	prompt_loose	0.6728280961182994	0.6950092421441775	0.022181146025878062
llama_tulu	matched_random_top25_seed44	instruction_strict	0.7302158273381295	0.7302158273381295	0.0
llama_tulu	matched_random_top25_seed44	instruction_loose	0.7757793764988009	0.7817745803357314	0.005995203836930529
llama_tulu	functional_top50	prompt_strict	0.6229205175600739	0.6377079482439926	0.014787430683918634
llama_tulu	functional_top50	prompt_loose	0.6728280961182994	0.6913123844731978	0.01848428835489835
llama_tulu	functional_top50	instruction_strict	0.7302158273381295	0.7422062350119905	0.011990407673860948
llama_tulu	functional_top50	instruction_loose	0.7757793764988009	0.7853717026378897	0.00959232613908878
llama_tulu	raw_top50	prompt_strict	0.6229205175600739	0.6469500924214417	0.02402957486136781
llama_tulu	raw_top50	prompt_loose	0.6728280961182994	0.6987060998151571	0.025878003696857665
llama_tulu	raw_top50	instruction_strict	0.7302158273381295	0.7482014388489209	0.017985611510791366
llama_tulu	raw_top50	instruction_loose	0.7757793764988009	0.7913669064748201	0.015587529976019199
llama_tulu	random_top50_seed42	prompt_strict	0.6229205175600739	0.6321626617375231	0.009242144177449174
llama_tulu	random_top50_seed42	prompt_loose	0.6728280961182994	0.6894639556377079	0.01663585951940849
llama_tulu	random_top50_seed42	instruction_strict	0.7302158273381295	0.7338129496402878	0.003597122302158251
llama_tulu	random_top50_seed42	instruction_loose	0.7757793764988009	0.7805755395683454	0.004796163069544446
llama_tulu	matched_random_top50_seed42	prompt_strict	0.6229205175600739	0.6451016635859519	0.02218114602587795
llama_tulu	matched_random_top50_seed42	prompt_loose	0.6728280961182994	0.7024029574861368	0.02957486136783738
llama_tulu	matched_random_top50_seed42	instruction_strict	0.7302158273381295	0.7482014388489209	0.017985611510791366
llama_tulu	matched_random_top50_seed42	instruction_loose	0.7757793764988009	0.7925659472422062	0.016786570743405282
llama_tulu	random_top50_seed43	prompt_strict	0.6229205175600739	0.6321626617375231	0.009242144177449174
llama_tulu	random_top50_seed43	prompt_loose	0.6728280961182994	0.6913123844731978	0.01848428835489835
llama_tulu	random_top50_seed43	instruction_strict	0.7302158273381295	0.7410071942446043	0.010791366906474753
llama_tulu	random_top50_seed43	instruction_loose	0.7757793764988009	0.7877697841726619	0.011990407673860948
llama_tulu	matched_random_top50_seed43	prompt_strict	0.6229205175600739	0.6451016635859519	0.02218114602587795
llama_tulu	matched_random_top50_seed43	prompt_loose	0.6728280961182994	0.7024029574861368	0.02957486136783738
llama_tulu	matched_random_top50_seed43	instruction_strict	0.7302158273381295	0.749400479616307	0.01918465227817745
llama_tulu	matched_random_top50_seed43	instruction_loose	0.7757793764988009	0.7949640287769785	0.01918465227817756
llama_tulu	random_top50_seed44	prompt_strict	0.6229205175600739	0.6432532347504621	0.020332717190388205
llama_tulu	random_top50_seed44	prompt_loose	0.6728280961182994	0.6987060998151571	0.025878003696857665
llama_tulu	random_top50_seed44	instruction_strict	0.7302158273381295	0.7446043165467626	0.014388489208633115
llama_tulu	random_top50_seed44	instruction_loose	0.7757793764988009	0.7889688249400479	0.013189448441247031
llama_tulu	matched_random_top50_seed44	prompt_strict	0.6229205175600739	0.634011090573013	0.011090573012939031
llama_tulu	matched_random_top50_seed44	prompt_loose	0.6728280961182994	0.6987060998151571	0.025878003696857665
llama_tulu	matched_random_top50_seed44	instruction_strict	0.7302158273381295	0.7386091127098321	0.008393285371702586
llama_tulu	matched_random_top50_seed44	instruction_loose	0.7757793764988009	0.7877697841726619	0.011990407673860948
