case	label	category	baseline_score	score	gain
qwen_commonsense	random_top25_seed42	arc_easy	0.9713804713804713	0.9722222222222222	0.0008417508417508657
qwen_commonsense	random_top25_seed42	arc_challenge	0.9146757679180887	0.9146757679180887	0.0
qwen_commonsense	random_top25_seed42	openbookqa	0.934	0.926	-0.008000000000000007
qwen_commonsense	matched_random_top25_seed42	boolq	0.8804281345565749	0.8819571865443425	0.001529051987767649
qwen_commonsense	matched_random_top25_seed42	piqa	0.9009793253536452	0.9015233949945594	0.0005440696409141355
qwen_commonsense	matched_random_top25_seed42	siqa	0.823439099283521	0.812691914022518	-0.010747185261003045
qwen_commonsense	matched_random_top25_seed42	hellaswag	0.9425413264289982	0.9428400716988647	0.0002987452698665072
qwen_commonsense	matched_random_top25_seed42	winogrande	0.8950276243093923	0.8871349644830308	-0.007892659826361559
qwen_commonsense	matched_random_top25_seed42	arc_easy	0.9713804713804713	0.9718013468013468	0.00042087542087543284
qwen_commonsense	matched_random_top25_seed42	arc_challenge	0.9146757679180887	0.9104095563139932	-0.00426621160409546
qwen_commonsense	matched_random_top25_seed42	openbookqa	0.934	0.918	-0.016000000000000014
qwen_commonsense	random_top25_seed43	boolq	0.8804281345565749	0.8807339449541285	0.0003058103975536186
qwen_commonsense	random_top25_seed43	piqa	0.9009793253536452	0.9026115342763874	0.0016322089227421843
qwen_commonsense	random_top25_seed43	siqa	0.823439099283521	0.8203684749232344	-0.0030706243602866
qwen_commonsense	random_top25_seed43	hellaswag	0.9425413264289982	0.9410476000796654	-0.001493726349332869
qwen_commonsense	random_top25_seed43	winogrande	0.8950276243093923	0.8910812943962115	-0.003946329913180779
qwen_commonsense	random_top25_seed43	arc_easy	0.9713804713804713	0.9713804713804713	0.0
qwen_commonsense	random_top25_seed43	arc_challenge	0.9146757679180887	0.9121160409556314	-0.0025597269624573205
qwen_commonsense	random_top25_seed43	openbookqa	0.934	0.93	-0.0040000000000000036
qwen_commonsense	matched_random_top25_seed43	boolq	0.8804281345565749	0.881651376146789	0.0012232415902141414
qwen_commonsense	matched_random_top25_seed43	piqa	0.9009793253536452	0.9036996735582155	0.002720348204570233
qwen_commonsense	matched_random_top25_seed43	siqa	0.823439099283521	0.8152507676560901	-0.008188331627430934
qwen_commonsense	matched_random_top25_seed43	hellaswag	0.9425413264289982	0.9429396534554869	0.00039832702648867624
qwen_commonsense	matched_random_top25_seed43	winogrande	0.8950276243093923	0.8863456985003947	-0.008681925808997626
qwen_commonsense	matched_random_top25_seed43	arc_easy	0.9713804713804713	0.9730639730639731	0.0016835016835017313
qwen_commonsense	matched_random_top25_seed43	arc_challenge	0.9146757679180887	0.9069965870307167	-0.007679180887371961
qwen_commonsense	matched_random_top25_seed43	openbookqa	0.934	0.926	-0.008000000000000007
qwen_commonsense	random_top25_seed44	boolq	0.8804281345565749	0.8801223241590214	-0.0003058103975535076
qwen_commonsense	random_top25_seed44	piqa	0.9009793253536452	0.9015233949945594	0.0005440696409141355
qwen_commonsense	random_top25_seed44	siqa	0.823439099283521	0.8208802456499488	-0.0025588536335722223
qwen_commonsense	random_top25_seed44	hellaswag	0.9425413264289982	0.9416450906193985	-0.0008962358095997436
qwen_commonsense	random_top25_seed44	winogrande	0.8950276243093923	0.8950276243093923	0.0
qwen_commonsense	random_top25_seed44	arc_easy	0.9713804713804713	0.9726430976430976	0.0012626262626262985
qwen_commonsense	random_top25_seed44	arc_challenge	0.9146757679180887	0.9104095563139932	-0.00426621160409546
qwen_commonsense	random_top25_seed44	openbookqa	0.934	0.934	0.0
qwen_commonsense	matched_random_top25_seed44	boolq	0.8804281345565749	0.882262996941896	0.0018348623853211565
qwen_commonsense	matched_random_top25_seed44	piqa	0.9009793253536452	0.9020674646354734	0.0010881392818281599
qwen_commonsense	matched_random_top25_seed44	siqa	0.823439099283521	0.8203684749232344	-0.0030706243602866
qwen_commonsense	matched_random_top25_seed44	hellaswag	0.9425413264289982	0.9434375622385979	0.0008962358095996326
qwen_commonsense	matched_random_top25_seed44	winogrande	0.8950276243093923	0.8855564325177585	-0.009471191791633804
qwen_commonsense	matched_random_top25_seed44	arc_easy	0.9713804713804713	0.9713804713804713	0.0
qwen_commonsense	matched_random_top25_seed44	arc_challenge	0.9146757679180887	0.9129692832764505	-0.0017064846416381396
qwen_commonsense	matched_random_top25_seed44	openbookqa	0.934	0.928	-0.006000000000000005
qwen_commonsense	functional_top50	boolq	0.8804281345565749	0.8862385321100917	0.005810397553516866
qwen_commonsense	functional_top50	piqa	0.9009793253536452	0.9009793253536452	0.0
qwen_commonsense	functional_top50	siqa	0.823439099283521	0.8213920163766633	-0.0020470829068577334
qwen_commonsense	functional_top50	hellaswag	0.9425413264289982	0.9415455088627763	-0.0009958175662219126
qwen_commonsense	functional_top50	winogrande	0.8950276243093923	0.89344909234412	-0.0015785319652723562
qwen_commonsense	functional_top50	arc_easy	0.9713804713804713	0.9730639730639731	0.0016835016835017313
qwen_commonsense	functional_top50	arc_challenge	0.9146757679180887	0.9146757679180887	0.0
qwen_commonsense	functional_top50	openbookqa	0.934	0.92	-0.014000000000000012
qwen_commonsense	raw_top50	boolq	0.8804281345565749	0.8844036697247707	0.003975535168195821
qwen_commonsense	raw_top50	piqa	0.9009793253536452	0.9020674646354734	0.0010881392818281599
qwen_commonsense	raw_top50	siqa	0.823439099283521	0.8208802456499488	-0.0025588536335722223
qwen_commonsense	raw_top50	hellaswag	0.9425413264289982	0.9388568014339773	-0.0036845249950209213
qwen_commonsense	raw_top50	winogrande	0.8950276243093923	0.8902920284135754	-0.0047355958958169575
qwen_commonsense	raw_top50	arc_easy	0.9713804713804713	0.976010101010101	0.00462962962962965
qwen_commonsense	raw_top50	arc_challenge	0.9146757679180887	0.9155290102389079	0.0008532423208191808
qwen_commonsense	raw_top50	openbookqa	0.934	0.918	-0.016000000000000014
qwen_commonsense	random_top50_seed42	boolq	0.8804281345565749	0.8819571865443425	0.001529051987767649
qwen_commonsense	random_top50_seed42	piqa	0.9009793253536452	0.9004352557127312	-0.0005440696409140244
qwen_commonsense	random_top50_seed42	siqa	0.823439099283521	0.8208802456499488	-0.0025588536335722223
qwen_commonsense	random_top50_seed42	hellaswag	0.9425413264289982	0.9386576379207329	-0.0038836885082653705
qwen_commonsense	random_top50_seed42	winogrande	0.8950276243093923	0.8887134964483031	-0.006314127861089203
qwen_commonsense	random_top50_seed42	arc_easy	0.9713804713804713	0.9696969696969697	-0.0016835016835016203
qwen_commonsense	random_top50_seed42	arc_challenge	0.9146757679180887	0.9138225255972696	-0.0008532423208190698
qwen_commonsense	random_top50_seed42	openbookqa	0.934	0.92	-0.014000000000000012
qwen_commonsense	matched_random_top50_seed42	boolq	0.8804281345565749	0.8831804281345565	0.0027522935779816793
qwen_commonsense	matched_random_top50_seed42	piqa	0.9009793253536452	0.8960826985854189	-0.004896626768226331
qwen_commonsense	matched_random_top50_seed42	siqa	0.823439099283521	0.8188331627430911	-0.004605936540429845
qwen_commonsense	matched_random_top50_seed42	hellaswag	0.9425413264289982	0.9419438358892651	-0.0005974905397331254
qwen_commonsense	matched_random_top50_seed42	winogrande	0.8950276243093923	0.89344909234412	-0.0015785319652723562
qwen_commonsense	matched_random_top50_seed42	arc_easy	0.9713804713804713	0.9730639730639731	0.0016835016835017313
qwen_commonsense	matched_random_top50_seed42	arc_challenge	0.9146757679180887	0.909556313993174	-0.005119453924914641
qwen_commonsense	matched_random_top50_seed42	openbookqa	0.934	0.926	-0.008000000000000007
qwen_commonsense	random_top50_seed43	boolq	0.8804281345565749	0.8798165137614679	-0.0006116207951070152
qwen_commonsense	random_top50_seed43	piqa	0.9009793253536452	0.9009793253536452	0.0
qwen_commonsense	random_top50_seed43	siqa	0.823439099283521	0.8213920163766633	-0.0020470829068577334
qwen_commonsense	random_top50_seed43	hellaswag	0.9425413264289982	0.9411471818362875	-0.0013941445927107
qwen_commonsense	random_top50_seed43	winogrande	0.8950276243093923	0.8895027624309392	-0.005524861878453136
qwen_commonsense	random_top50_seed43	arc_easy	0.9713804713804713	0.9751683501683501	0.0037878787878787845
qwen_commonsense	random_top50_seed43	arc_challenge	0.9146757679180887	0.9112627986348123	-0.0034129692832763903
qwen_commonsense	random_top50_seed43	openbookqa	0.934	0.928	-0.006000000000000005
qwen_commonsense	matched_random_top50_seed43	boolq	0.8804281345565749	0.8853211009174312	0.004892966360856343
qwen_commonsense	matched_random_top50_seed43	piqa	0.9009793253536452	0.9031556039173014	0.0021762785636562088
qwen_commonsense	matched_random_top50_seed43	siqa	0.823439099283521	0.81985670419652	-0.003582395087000978
qwen_commonsense	matched_random_top50_seed43	hellaswag	0.9425413264289982	0.941346345349532	-0.0011949810794662508
qwen_commonsense	matched_random_top50_seed43	winogrande	0.8950276243093923	0.8926598263614838	-0.0023677979479085343
qwen_commonsense	matched_random_top50_seed43	arc_easy	0.9713804713804713	0.9726430976430976	0.0012626262626262985
qwen_commonsense	matched_random_top50_seed43	arc_challenge	0.9146757679180887	0.9163822525597269	0.0017064846416382506
qwen_commonsense	matched_random_top50_seed43	openbookqa	0.934	0.92	-0.014000000000000012
qwen_commonsense	random_top50_seed44	boolq	0.8804281345565749	0.8804281345565749	0.0
qwen_commonsense	random_top50_seed44	piqa	0.9009793253536452	0.9042437431991295	0.0032644178454842576
qwen_commonsense	random_top50_seed44	siqa	0.823439099283521	0.8203684749232344	-0.0030706243602866
qwen_commonsense	random_top50_seed44	hellaswag	0.9425413264289982	0.9406492730531767	-0.0018920533758215452
qwen_commonsense	random_top50_seed44	winogrande	0.8950276243093923	0.8871349644830308	-0.007892659826361559
qwen_commonsense	random_top50_seed44	arc_easy	0.9713804713804713	0.9722222222222222	0.0008417508417508657
qwen_commonsense	random_top50_seed44	arc_challenge	0.9146757679180887	0.909556313993174	-0.005119453924914641
qwen_commonsense	random_top50_seed44	openbookqa	0.934	0.926	-0.008000000000000007
qwen_commonsense	matched_random_top50_seed44	boolq	0.8804281345565749	0.8868501529051988	0.006422018348623881
qwen_commonsense	matched_random_top50_seed44	piqa	0.9009793253536452	0.8982589771490751	-0.002720348204570122
qwen_commonsense	matched_random_top50_seed44	siqa	0.823439099283521	0.8224155578300921	-0.0010235414534288667
qwen_commonsense	matched_random_top50_seed44	hellaswag	0.9425413264289982	0.941346345349532	-0.0011949810794662508
qwen_commonsense	matched_random_top50_seed44	winogrande	0.8950276243093923	0.89344909234412	-0.0015785319652723562
qwen_commonsense	matched_random_top50_seed44	arc_easy	0.9713804713804713	0.9726430976430976	0.0012626262626262985
qwen_commonsense	matched_random_top50_seed44	arc_challenge	0.9146757679180887	0.9104095563139932	-0.00426621160409546
qwen_commonsense	matched_random_top50_seed44	openbookqa	0.934	0.918	-0.016000000000000014
