base_model,task,module,layer,module_type,basis_offdiag_fraction,basis_projection_residual_fraction,negative_aligned_fraction,lora_nuclear_norm,lora_frobenius_norm,lora_top1_nuclear_share,lora_top4_nuclear_share,lora_top1_energy_share,lora_top4_energy_share,lora_effective_rank,lora_condition_number,lora_s1,lora_s1_share,lora_s2,lora_s2_share,lora_s3,lora_s3_share,lora_s4,lora_s4_share,lora_s5,lora_s5_share,lora_s6,lora_s6_share,lora_s7,lora_s7_share,lora_s8,lora_s8_share,lora_s9,lora_s9_share,lora_s10,lora_s10_share,lora_s11,lora_s11_share,lora_s12,lora_s12_share,lora_s13,lora_s13_share,lora_s14,lora_s14_share,lora_s15,lora_s15_share,lora_s16,lora_s16_share,hns_nuclear_norm,hns_frobenius_norm,hns_top1_nuclear_share,hns_top4_nuclear_share,hns_top1_energy_share,hns_top4_energy_share,hns_effective_rank,hns_condition_number,hns_s1,hns_s1_share,hns_s2,hns_s2_share,hns_s3,hns_s3_share,hns_s4,hns_s4_share,hns_s5,hns_s5_share,hns_s6,hns_s6_share,hns_s7,hns_s7_share,hns_s8,hns_s8_share,hns_s9,hns_s9_share,hns_s10,hns_s10_share,hns_s11,hns_s11_share,hns_s12,hns_s12_share,hns_s13,hns_s13_share,hns_s14,hns_s14_share,hns_s15,hns_s15_share,hns_s16,hns_s16_share
Qwen3-8B,magicoder,base_model.model.model.layers.21.self_attn.k_proj,21,k_proj,8.481680747177224e-07,0.0,0.0,0.17794837895780802,0.05915583271126976,0.24341419277460125,0.5502258047348013,0.5361480393314274,0.8328032654236047,12.09072759379075,10.889961615292911,0.043315161019563675,0.24341417849063873,0.021507542580366135,0.12086393684148788,0.02029293030500412,0.11403829604387283,0.012796156108379364,0.07190936803817749,0.01134034339338541,0.06372827291488647,0.008835971355438232,0.04965468868613243,0.008459583856165409,0.04753953590989113,0.007660911418497562,0.04305131360888481,0.007029012776911259,0.03950028866529465,0.006908626761287451,0.03882376849651337,0.006169989705085754,0.03467291593551636,0.0054164486937224865,0.030438313260674477,0.0050006103701889515,0.028101464733481407,0.004866272211074829,0.0273465383797884,0.004371287301182747,0.024564916267991066,0.003977531101554632,0.02235216088593006,0.1779485149309039,0.04449187634668074,0.06173103521861165,0.2479445900365196,0.06095851980953144,0.2458828349540426,15.998286263503276,1.021232730056885,0.01098494604229927,0.06173103302717209,0.011006051674485207,0.06184963881969452,0.010902723297476768,0.06126897409558296,0.011227650567889214,0.06309493631124496,0.011181483045220375,0.06283549219369888,0.01115398108959198,0.06268094480037689,0.011183862574398518,0.06284886598587036,0.011174297891557217,0.06279511749744415,0.011300468817353249,0.06350414454936981,0.011325984261929989,0.06364753097295761,0.011338699609041214,0.06371898949146271,0.011167995631694794,0.06275969743728638,0.01118350587785244,0.06284686177968979,0.011176961474120617,0.06281008571386337,0.010883348062634468,0.061160095036029816,0.010756555013358593,0.0604475662112236
Qwen3-8B,magicoder,base_model.model.model.layers.21.self_attn.o_proj,21,o_proj,9.484338009444938e-07,0.0,0.0,0.4243270931765437,0.13554890449238668,0.22107554998291143,0.5156026110633483,0.4789508284343384,0.79199555437929,12.652724514630505,8.307497156219236,0.09380834549665451,0.22107556462287903,0.060467109084129333,0.14250117540359497,0.03497201204299927,0.08241758495569229,0.029536690562963486,0.06960830837488174,0.02745743840932846,0.06470819562673569,0.026283537968993187,0.06194169446825981,0.019554980099201202,0.0460846871137619,0.019176017493009567,0.04519159719347954,0.017512820661067963,0.041271984577178955,0.01611514203250408,0.03797811269760132,0.01468941941857338,0.03461815416812897,0.0144539475440979,0.034063223749399185,0.01383835170418024,0.03261246532201767,0.012772717513144016,0.03010111302137375,0.012396552599966526,0.029214616864919662,0.01129201054573059,0.02661157213151455,0.42432727105915546,0.1060928039248209,0.0601752031984307,0.24622987078265562,0.05792488289945739,0.24256366217146458,15.998330764185512,0.962082034796916,0.025533979758620262,0.060175202786922455,0.025666791945695877,0.06048819422721863,0.026595324277877808,0.06267644464969635,0.02668595314025879,0.06289002299308777,0.02650187723338604,0.06245621666312218,0.026542771607637405,0.06255259364843369,0.026538260281085968,0.06254196166992188,0.02654127962887287,0.06254907697439194,0.026523998007178307,0.06250835210084915,0.02681705914437771,0.0631989985704422,0.026977218687534332,0.06357644498348236,0.02695787511765957,0.06353085488080978,0.026843784376978874,0.063261978328228,0.026557132601737976,0.06258643418550491,0.026503629982471466,0.06246034801006317,0.02654033526778221,0.06254684925079346
Qwen3-8B,magicoder,base_model.model.model.layers.21.self_attn.q_proj,21,q_proj,9.08821579802393e-07,0.0,0.0,0.36408390011638403,0.13621899057729003,0.3181703126965695,0.5622763743753963,0.7231808936755687,0.8795041923862328,11.045027911617666,12.516703832808714,0.11584068834781647,0.31817030906677246,0.04261001572012901,0.11703350394964218,0.02585584670305252,0.07101617753505707,0.020409224554896355,0.05605637654662132,0.019244825467467308,0.05285821482539177,0.017650889232754707,0.04848027601838112,0.016658572480082512,0.04575476050376892,0.014502564445137978,0.03983302786946297,0.01421587448567152,0.03904559835791588,0.013544484972953796,0.037201546132564545,0.01233395840972662,0.0338766910135746,0.011607944034039974,0.03188260644674301,0.010897362604737282,0.029930908232927322,0.009830174967646599,0.02699975110590458,0.009626585990190506,0.026440570130944252,0.009254887700080872,0.025419656187295914,0.3640840370208025,0.09103613861103087,0.06224192427732582,0.2486219543438137,0.06196431328846488,0.24722495554809668,15.997328473658657,1.0282768380037675,0.02266129106283188,0.062241919338703156,0.022066554054617882,0.060608405619859695,0.022921590134501457,0.06295686215162277,0.02286984957754612,0.06281474977731705,0.02293781191110611,0.06300141662359238,0.02291891537606716,0.0629495158791542,0.0230787992477417,0.0633886530995369,0.023296110332012177,0.06398552656173706,0.02325824275612831,0.063881516456604,0.023114794865250587,0.06348752230405807,0.022900346666574478,0.06289851665496826,0.022934822365641594,0.06299320608377457,0.022849004715681076,0.06275749951601028,0.022166870534420013,0.060883935540914536,0.022070910781621933,0.060620371252298355,0.02203812263906002,0.06053031235933304
Qwen3-8B,magicoder,base_model.model.model.layers.21.self_attn.v_proj,21,v_proj,9.723331920325054e-07,0.0,0.0,0.1564550455659628,0.06336668084558149,0.3458858233798132,0.65164189702332,0.7293277740691916,0.9306275950096727,9.656760691912494,24.41676295592601,0.05411558225750923,0.34588584303855896,0.020649736747145653,0.1319851130247116,0.01607349142432213,0.10273552685976028,0.011113852262496948,0.07103543728590012,0.007886436767876148,0.0504070483148098,0.006711882073432207,0.04289975017309189,0.005831771530210972,0.037274423986673355,0.00533981854096055,0.03413005173206329,0.00473773991689086,0.030281798914074898,0.00444869976490736,0.02843436598777771,0.004264547023922205,0.02725733257830143,0.0038090881425887346,0.024346215650439262,0.0034790507052093744,0.022236743941903114,0.0031619665678590536,0.020210064947605133,0.002615052741020918,0.01671440340578556,0.002216329099610448,0.014165916480123997,0.1564549608156085,0.0391192812121792,0.06266534283563761,0.24948646584766254,0.06281332505096297,0.2489658555105276,15.997726667843894,1.0219217363743895,0.009804303757846355,0.06266534328460693,0.009515116922557354,0.060816969722509384,0.00994287058711052,0.06355100870132446,0.009771103970706463,0.06245313957333565,0.009921285323798656,0.06341303884983063,0.01003736350685358,0.0641549676656723,0.009875238873064518,0.06311873346567154,0.009887085296213627,0.06319444626569748,0.009659378789365292,0.061739034950733185,0.009504333138465881,0.06074804440140724,0.009508177638053894,0.0607726164162159,0.00979405827820301,0.06259985268115997,0.0098866643384099,0.06319175660610199,0.00987949501723051,0.06314593553543091,0.009874498471617699,0.0631139948964119,0.00959398690611124,0.06132107600569725
Qwen3-8B,magicoder,base_model.model.model.layers.22.mlp.down_proj,22,down_proj,8.767753492608224e-07,0.0,0.0,0.4059301679953933,0.1784608124448153,0.40352227231216115,0.6251625910665812,0.8424651535478709,0.9374407423709054,9.244884602791327,17.202739513259285,0.1638018637895584,0.4035222828388214,0.04445401579141617,0.10951148718595505,0.025285398587584496,0.062290020287036896,0.020231077447533607,0.04983881488442421,0.017003552988171577,0.041887879371643066,0.016287466511130333,0.04012381285429001,0.015053711831569672,0.037084486335515976,0.013945096172392368,0.034353435039520264,0.012631332501769066,0.03111700899899006,0.012304887175559998,0.03031281754374504,0.011764302849769592,0.028981100767850876,0.011405511759221554,0.028097227215766907,0.011174560524523258,0.02752828411757946,0.010707443580031395,0.02637755125761032,0.010358098894357681,0.025516947731375694,0.0095218475908041,0.023456862196326256,0.40593020990490913,0.10149720921279744,0.06355637192391492,0.25439687133409367,0.06461193393780378,0.25880421914257923,15.99768148094893,1.0076045143324381,0.025799451395869255,0.06355637311935425,0.025857457891106606,0.06369926780462265,0.02560620754957199,0.0630803182721138,0.026004258543252945,0.06406091153621674,0.02565174549818039,0.06319250166416168,0.025567669421434402,0.0629853829741478,0.025606658309698105,0.06308142840862274,0.025372019037604332,0.0625033974647522,0.0246434286236763,0.060708533972501755,0.024587729945778847,0.06057132035493851,0.024718213826417923,0.06089276447892189,0.024927368387579918,0.061408013105392456,0.025084471330046654,0.061795033514499664,0.0253765806555748,0.06251464039087296,0.02552220970392227,0.06287339329719543,0.025604739785194397,0.06307670474052429
Qwen3-8B,magicoder,base_model.model.model.layers.22.mlp.gate_proj,22,gate_proj,9.214318971643139e-07,0.0,0.0,1.1776415593922138,0.7225808731079022,0.6027461867110786,0.7481312401926519,0.9649887877901935,0.9852882204698391,5.509693725385862,39.28831253558134,0.709818959236145,0.6027461290359497,0.07945949584245682,0.0674734115600586,0.05203140527009964,0.04418271407485008,0.039720579981803894,0.03372891992330551,0.03419191762804985,0.02903422899544239,0.03401537984609604,0.028884321451187134,0.02988131158053875,0.025373857468366623,0.027891475707292557,0.023684179410338402,0.02515147626399994,0.021357495337724686,0.024036211892962456,0.020410463213920593,0.022402064874768257,0.01902282051742077,0.02161732129752636,0.018356451764702797,0.020886167883872986,0.017735589295625687,0.020296748727560043,0.017235081642866135,0.018174119293689728,0.015432639978826046,0.018066924065351486,0.015341614373028278,1.1776418760418892,0.29445805831867516,0.06399528858638909,0.25295543791966585,0.06550517280028724,0.25596136190912405,15.99741267918361,1.0127804036214147,0.07536353170871735,0.06399528682231903,0.07585243880748749,0.06441044807434082,0.07206352055072784,0.0611930675804615,0.07461142539978027,0.06335663795471191,0.074561208486557,0.06331399083137512,0.07456402480602264,0.06331638246774673,0.07452920079231262,0.06328681111335754,0.07395082712173462,0.06279568374156952,0.07233231514692307,0.061421316117048264,0.07180995494127274,0.060977753251791,0.07173200696706772,0.06091156229376793,0.07204271852970123,0.061175405979156494,0.07250086963176727,0.06156444549560547,0.07294484972953796,0.06194145232439041,0.07437047362327576,0.06315203011035919,0.0744125097990036,0.06318772584199905
Qwen3-8B,magicoder,base_model.model.model.layers.22.mlp.up_proj,22,up_proj,7.582095281809574e-07,0.0,0.0,0.9783270861953497,0.5565083733277495,0.555654658852887,0.6964630589271738,0.954189578559772,0.9753477902877442,6.456145777250369,30.9719940927593,0.543612003326416,0.5556547045707703,0.05736333131790161,0.05863410606980324,0.04411042854189873,0.04508760944008827,0.03628291189670563,0.037086691707372665,0.034446947276592255,0.035210054367780685,0.031045369803905487,0.03173312172293663,0.028455715626478195,0.029086098074913025,0.027446696534752846,0.028054725378751755,0.02647525817155838,0.027061766013503075,0.024921944364905357,0.02547404170036316,0.02371475286781788,0.02424010820686817,0.023247305303812027,0.023762304335832596,0.021052401512861252,0.021518778055906296,0.019649887457489967,0.02008519321680069,0.018950404599308968,0.019370215013623238,0.0175517275929451,0.017940552905201912,0.9783266708254814,0.2446124424785754,0.06382274900834319,0.2514858354905323,0.06515709469000616,0.2530002264272277,15.997980085387823,1.053389473128504,0.06243949756026268,0.06382274627685547,0.06249300390481949,0.06387744098901749,0.06136402487754822,0.06272345036268234,0.059738773852586746,0.06106219440698624,0.06066901609301567,0.06201304495334625,0.06169530004262924,0.06306206434965134,0.061682939529418945,0.06304942816495895,0.06166824698448181,0.06303441524505615,0.06167154759168625,0.06303778290748596,0.06170785799622536,0.06307490170001984,0.06170970946550369,0.06307679414749146,0.06167607009410858,0.06304240971803665,0.06093651428818703,0.06228647008538246,0.06000965088605881,0.06133907288312912,0.05958967283368111,0.06090978905558586,0.05927484482526779,0.060587987303733826
Qwen3-8B,magicoder,base_model.model.model.layers.22.self_attn.k_proj,22,k_proj,9.554194516688646e-07,0.0,0.0,0.1851077345199883,0.05775704199693055,0.20900476686170133,0.516223141230201,0.44869541134848195,0.781178902792615,12.859313191107114,9.200682298975012,0.03868839889764786,0.20900475978851318,0.023408763110637665,0.1264602094888687,0.01755949668586254,0.09486095607280731,0.01590023748576641,0.08589720726013184,0.011882690712809563,0.06419337540864944,0.01029609888792038,0.055622197687625885,0.009614749811589718,0.05194137245416641,0.00855616107583046,0.04622260108590126,0.008091582916676998,0.04371282830834389,0.007695833686739206,0.04157488793134689,0.007159117143601179,0.03867540881037712,0.006362456828355789,0.03437164053320885,0.005864867474883795,0.031683534383773804,0.005329485982656479,0.028791265562176704,0.004492844920605421,0.024271512404084206,0.004204948898404837,0.022716224193572998,0.18510777223855257,0.04628205628786872,0.060811663504872916,0.24635836340378564,0.05915586148020059,0.24276034758923282,15.998228506534128,0.9961775890574441,0.011256711557507515,0.060811664909124374,0.011352521367371082,0.061329253017902374,0.011333742178976536,0.06122780591249466,0.011659872718155384,0.06298964470624924,0.011645417660474777,0.06291155517101288,0.011554988101124763,0.06242303177714348,0.011494167149066925,0.06209446117281914,0.01164440717548132,0.06290609389543533,0.0116624366492033,0.06300349533557892,0.011645185761153698,0.0629103034734726,0.011712695471942425,0.06327500939369202,0.011858802288770676,0.06406431645154953,0.011789660900831223,0.06369079649448395,0.011653103865683079,0.06295307725667953,0.011544154956936836,0.06236450746655464,0.011299904435873032,0.06104500591754913
Qwen3-8B,magicoder,base_model.model.model.layers.22.self_attn.o_proj,22,o_proj,7.211204983132407e-07,0.0,0.0,0.37909564562141895,0.14802145711414177,0.3433654542178207,0.5801265517563715,0.7733239130640001,0.8986315155441769,10.618218966355535,14.751557351113096,0.1301683485507965,0.34336546063423157,0.03538548946380615,0.09334184974431992,0.029957300052046776,0.07902306318283081,0.024412311613559723,0.06439618021249771,0.019283702597022057,0.05086764320731163,0.017424989491701126,0.04596462473273277,0.016257543116807938,0.04288506880402565,0.014405621215701103,0.037999965250492096,0.01356545276939869,0.03578371927142143,0.01313259731978178,0.03464191034436226,0.012906630523502827,0.03404584154486656,0.011459519155323505,0.030228570103645325,0.01133541390299797,0.02990119718015194,0.01108032651245594,0.029228314757347107,0.009496358223259449,0.025050032883882523,0.008824041113257408,0.02327655628323555,0.3790958411991596,0.0947811282635322,0.06268619961338512,0.25087463965822865,0.06286344458986011,0.25174378701513656,15.998789112463262,1.0070524698483965,0.023764077574014664,0.06268620491027832,0.024161580950021744,0.0637347623705864,0.0237435270100832,0.0626319944858551,0.023436347022652626,0.061821695417165756,0.02375056780874729,0.06265056878328323,0.024057552218437195,0.0634603500366211,0.02417336218059063,0.06376583874225616,0.023886775597929955,0.06300986558198929,0.02374628186225891,0.0626392588019371,0.02374172955751419,0.06262724846601486,0.023754915222525597,0.0626620352268219,0.023499155417084694,0.06198737770318985,0.023419683799147606,0.061777740716934204,0.023240962997078896,0.06130630150437355,0.0231216661632061,0.06099161505699158,0.023597655817866325,0.06224720552563667
Qwen3-8B,magicoder,base_model.model.model.layers.22.self_attn.q_proj,22,q_proj,8.75600069583247e-07,0.0,0.0,0.40405979845672846,0.15671904752536756,0.33706737724360347,0.5835202035569851,0.7552333546940799,0.8961260200609225,10.586791444652818,15.656177624716602,0.1361953765153885,0.3370673656463623,0.04280467331409454,0.10593648254871368,0.03125125914812088,0.07734315097332001,0.02552574686706066,0.06317318975925446,0.02092587575316429,0.0517890565097332,0.01956302672624588,0.04841616749763489,0.017520558089017868,0.043361298739910126,0.01726360432803631,0.042725369334220886,0.015422883443534374,0.03816980496048927,0.01403218973428011,0.034728001803159714,0.013317751698195934,0.03295985236763954,0.012472069822251797,0.030866891145706177,0.010350114665925503,0.025615304708480835,0.009427981451153755,0.02333313412964344,0.009287540800869465,0.022985560819506645,0.0086991460993886,0.02152935229241848,0.40405972860753536,0.1010215886814367,0.06262003209683734,0.24954327800550705,0.06273202680367745,0.24906257199040716,15.998941405330418,1.0000475580943105,0.025302233174443245,0.06262003630399704,0.025282232090830803,0.06257053464651108,0.025285527110099792,0.06257869303226471,0.02496039681136608,0.061774030327796936,0.025263017043471336,0.06252297759056091,0.025383861735463142,0.06282205879688263,0.02571801468729973,0.06364904344081879,0.02572619915008545,0.06366930156946182,0.0254620760679245,0.06301562488079071,0.025263356044888496,0.06252381950616837,0.025303659960627556,0.06262356787919998,0.02518259361386299,0.06232394278049469,0.024418678134679794,0.060433339327573776,0.025064384564757347,0.06203138828277588,0.025142468512058258,0.06222463771700859,0.025301029905676842,0.06261705607175827
Qwen3-8B,magicoder,base_model.model.model.layers.22.self_attn.v_proj,22,v_proj,7.323346452575197e-07,0.0,0.0,0.16990336775779724,0.06534147173260597,0.3211377990675689,0.6144049219954145,0.6972828819641403,0.9070411053666894,10.375026082502629,19.911755116974405,0.054562393575906754,0.32113778591156006,0.023109758272767067,0.1360170692205429,0.014874580316245556,0.08754729479551315,0.01184273324906826,0.06970275938510895,0.009282098151743412,0.05463163182139397,0.007155499886721373,0.042115114629268646,0.007046472746878862,0.04147341474890709,0.006528808269649744,0.03842659667134285,0.005804982967674732,0.034166380763053894,0.00564488535746932,0.03322409465909004,0.0052337804809212685,0.030804453417658806,0.005048008169978857,0.029711054638028145,0.004347940441220999,0.025590667501091957,0.00354313594289124,0.020853830501437187,0.003138079773634672,0.01846979185938835,0.0027402101550251245,0.016128050163388252,0.16990339290350676,0.0424804198786936,0.060836810114722015,0.24826045271272815,0.05920513431926204,0.24654702592835784,15.998271704360779,0.9704371171209613,0.010336380451917648,0.060836806893348694,0.010454447939991951,0.06153171882033348,0.010805374942719936,0.0635971650481224,0.010584089905023575,0.06229475140571594,0.010657038539648056,0.06272410601377487,0.01083359308540821,0.06376325339078903,0.010829868726432323,0.06374133378267288,0.010746169835329056,0.06324870139360428,0.010639935731887817,0.06262344121932983,0.010650000534951687,0.06268268078565598,0.010617400519549847,0.062490805983543396,0.010524912737309933,0.06194645166397095,0.01026725023984909,0.060429930686950684,0.0106571726500988,0.06272489577531815,0.010648494586348534,0.06267381459474564,0.01065126247704029,0.06269010901451111
Qwen3-8B,magicoder,base_model.model.model.layers.23.mlp.down_proj,23,down_proj,8.205025533095866e-07,0.0,0.0,0.44458311796188354,0.18734423343495185,0.37969714435181645,0.6115482837406807,0.8118951308355646,0.9270091690495212,9.698796959368538,15.351991798496707,0.16880694031715393,0.37969714403152466,0.05174865573644638,0.1163981556892395,0.03040914237499237,0.06839922815561295,0.020919304341077805,0.047053754329681396,0.018629679456353188,0.04190370440483093,0.01807921566069126,0.04066554829478264,0.017490999773144722,0.039342474192380905,0.01578582637012005,0.03550703078508377,0.014958446845412254,0.033646006137132645,0.014016794972121716,0.03152795135974884,0.013862763531506062,0.031181488186120987,0.013416659086942673,0.030178066343069077,0.012207703664898872,0.027458766475319862,0.011740672402083874,0.026408273726701736,0.011514545418322086,0.025899646803736687,0.010995768010616302,0.024732761085033417,0.4445836190134287,0.11115769445225031,0.06308044183922783,0.2524946821637359,0.06365276974873275,0.2549884374191566,15.998300611050048,1.0048264902773116,0.028044531121850014,0.06308043748140335,0.02803776040673256,0.06306520849466324,0.027669666334986687,0.06223725900053978,0.028503041714429855,0.06411176919937134,0.02826104126870632,0.06356743723154068,0.028140448033809662,0.06329618394374847,0.02803853154182434,0.06306694447994232,0.02804623171687126,0.06308426707983017,0.027925977483391762,0.06281378120183945,0.027406606823205948,0.06164555996656418,0.027304919436573982,0.061416834592819214,0.02705216035246849,0.060848306864500046,0.02715052105486393,0.0610695481300354,0.027467073872685432,0.06178157031536102,0.02762528322637081,0.0621374286711216,0.02790982462465763,0.06277744472026825
Qwen3-8B,magicoder,base_model.model.model.layers.23.mlp.gate_proj,23,gate_proj,8.8628967459714e-07,0.0,0.0,1.1892991829663515,0.6021624062190253,0.48553481829558326,0.6596672789750709,0.919593139144214,0.9600127518920208,7.7431809354507495,24.31538797835809,0.5774461627006531,0.4855348467826843,0.08417671918869019,0.07077842950820923,0.06427804380655289,0.05404699593782425,0.05864083021879196,0.049307048320770264,0.050912000238895416,0.0428084060549736,0.04839135706424713,0.04068897292017937,0.03875289484858513,0.032584648579359055,0.03784060478210449,0.031817566603422165,0.03377879410982132,0.028402268886566162,0.03226401284337044,0.027128593996167183,0.030603010207414627,0.025731971487402916,0.02918454073369503,0.024539276957511902,0.02752702496945858,0.023145586252212524,0.026446104049682617,0.022236714139580727,0.02530890516936779,0.021280521526932716,0.023748178035020828,0.019968213513493538,1.1893000602722168,0.2973417753314163,0.0635954789881735,0.25265186904880754,0.0647028643344923,0.2553155409131798,15.999095225328084,1.021601444893315,0.07563410699367523,0.0635954812169075,0.07442733645439148,0.06258078664541245,0.07562194764614105,0.06358525156974792,0.07479549199342728,0.06289034336805344,0.07444934546947479,0.0625992938876152,0.07421500980854034,0.062402259558439255,0.07232631742954254,0.06081418693065643,0.07285308092832565,0.06125710532069206,0.07440857589244843,0.06256501376628876,0.07444870471954346,0.06259875744581223,0.07440482825040817,0.06256186217069626,0.07439044862985611,0.06254976987838745,0.07442186027765274,0.06257618218660355,0.07445110380649567,0.06260077655315399,0.07441705465316772,0.06257214397192001,0.07403484731912613,0.0622507706284523
Qwen3-8B,magicoder,base_model.model.model.layers.23.mlp.up_proj,23,up_proj,1.008183941508161e-06,0.0,0.0,0.95505934022367,0.5000736619613154,0.505059282273333,0.6719992957727512,0.9304166289069629,0.9658346148503741,7.366175045441317,25.685998603251523,0.4823615849018097,0.5050593018531799,0.0679667592048645,0.07116496562957764,0.05093957111239433,0.053336553275585175,0.04053128883242607,0.042438507080078125,0.03640393912792206,0.0381169430911541,0.033625368028879166,0.03520762547850609,0.030461080372333527,0.031894437968730927,0.029562177136540413,0.030953237786889076,0.028317544609308243,0.029650038108229637,0.02740357257425785,0.02869305945932865,0.02453886717557907,0.025693554431200027,0.022658037021756172,0.02372422069311142,0.021862538531422615,0.022891288623213768,0.020587468519806862,0.021556220948696136,0.019060378894209862,0.019957272335886955,0.01877916418015957,0.019662825390696526,0.9550606235861778,0.23878598677178878,0.06380685273696711,0.2529069988550316,0.06512966643200051,0.2558171966242297,15.99859779199907,1.0294514781527806,0.06093941256403923,0.06380685418844223,0.059964369982481,0.06278593093156815,0.06071071699261665,0.0635673999786377,0.059927016496658325,0.06274682283401489,0.05816292390227318,0.06089971959590912,0.05775204673409462,0.06046951189637184,0.05928964167833328,0.06207945570349693,0.059683192521333694,0.062491524964571,0.059982553124427795,0.06280496716499329,0.060045067220926285,0.06287042796611786,0.059996962547302246,0.06282005459070206,0.06002838537096977,0.06285295635461807,0.06004688888788223,0.06287233531475067,0.05996160954236984,0.06278304010629654,0.05937383323907852,0.06216760724782944,0.059196002781391144,0.061981409788131714
Qwen3-8B,magicoder,base_model.model.model.layers.23.self_attn.k_proj,23,k_proj,9.460235401241935e-07,0.0,0.0,0.21488298987969756,0.06385928610602609,0.17532791146990206,0.49139687681064126,0.34806317450034363,0.7359235823856264,13.455139374105727,6.849407691740481,0.03767498582601547,0.17532791197299957,0.027701299637556076,0.12891341745853424,0.02178916148841381,0.10140012204647064,0.01842738315463066,0.08575543016195297,0.014440584927797318,0.06720208376646042,0.012635893188416958,0.05880359932780266,0.011018575169146061,0.05127709358930588,0.010914136655628681,0.050791069865226746,0.009385699406266212,0.04367818683385849,0.009115935303270817,0.042422786355018616,0.008286678232252598,0.03856367617845535,0.007939006201922894,0.03694571927189827,0.007444753777235746,0.03464561700820923,0.006557158660143614,0.030515020713210106,0.006051264703273773,0.028160743415355682,0.00550047354772687,0.025597529485821724,0.2148830583319068,0.05372573992279154,0.0626283413522744,0.24640422308209323,0.06274532341468708,0.24287705726981995,15.998510263358217,0.9988100130873677,0.01345776952803135,0.06262834370136261,0.012946936301887035,0.06025107949972153,0.013124545104801655,0.06107761710882187,0.013418842107057571,0.062447186559438705,0.013654635287821293,0.06354449689388275,0.013474707491695881,0.06270716339349747,0.013299968093633652,0.06189398095011711,0.013290787115693092,0.06185125559568405,0.013465957716107368,0.06266644597053528,0.013481329195201397,0.06273797899484634,0.013467960059642792,0.06267576664686203,0.013529948890209198,0.06296423822641373,0.013655279763042927,0.06354749202728271,0.01364409551024437,0.0634954422712326,0.013496492989361286,0.0628085508942604,0.01347380317747593,0.0627029538154602
Qwen3-8B,magicoder,base_model.model.model.layers.23.self_attn.o_proj,23,o_proj,8.627857520231514e-07,0.00029683074629634947,0.0,0.46413432620465755,0.16827920793173418,0.3028375217857883,0.5558040383614881,0.6976632176522581,0.8666822771269308,11.385398802624735,12.084608943150494,0.14055728912353516,0.3028375208377838,0.049652937799692154,0.10697966814041138,0.037436097860336304,0.08065789192914963,0.030321408063173294,0.06532894819974899,0.025516266003251076,0.05497603490948677,0.024549325928092003,0.052892718464136124,0.021534152328968048,0.04639637842774391,0.018968934193253517,0.040869493037462234,0.01778842695057392,0.03832603245973587,0.01634535752236843,0.03521686792373657,0.015253200195729733,0.032863762229681015,0.01451616920530796,0.03127579391002655,0.013848700560629368,0.029837699607014656,0.013512595556676388,0.029113544151186943,0.012702365405857563,0.027367863804101944,0.011631099507212639,0.025059768930077553,0.4641345739364624,0.11604596863713361,0.060928054231177906,0.24860753066116545,0.059383028616945575,0.24722094396134126,15.998293259617508,1.010315253822669,0.028278816491365433,0.06092805415391922,0.028752658516168594,0.06194896996021271,0.029434025287628174,0.06341701000928879,0.02892185002565384,0.0623135007917881,0.029015928506851196,0.06251619756221771,0.02913064882159233,0.06276337057352066,0.029152054339647293,0.06280948966741562,0.02961147204041481,0.06379932165145874,0.029587600380182266,0.06374789029359818,0.029272982850670815,0.06307003647089005,0.02909991703927517,0.0626971572637558,0.029131406918168068,0.06276500225067139,0.02913181483745575,0.06276588141918182,0.029052644968032837,0.06259530782699585,0.028570661321282387,0.061556849628686905,0.02799009159207344,0.06030598282814026
Qwen3-8B,magicoder,base_model.model.model.layers.23.self_attn.q_proj,23,q_proj,7.517045681047437e-07,0.0006629062228756824,0.0,0.43531249091029167,0.15936878262931348,0.30160371926829593,0.5688014888615861,0.678686379168061,0.8735288108533167,11.122502260343765,17.2894002114608,0.13129186630249023,0.3016037046909332,0.05557945370674133,0.12767712771892548,0.03312774747610092,0.07610107213258743,0.027607325464487076,0.06341955810785294,0.024873286485671997,0.057138919830322266,0.021919026970863342,0.050352394580841064,0.019414769485592842,0.044599611312150955,0.01852109096944332,0.04254665598273277,0.017534252256155014,0.04027969017624855,0.01551599521189928,0.03564334660768509,0.014407350681722164,0.033096570521593094,0.013370249420404434,0.030714139342308044,0.01286461390554905,0.02955259382724762,0.011089754290878773,0.025475386530160904,0.010601930320262909,0.024354757741093636,0.00759377796202898,0.0174444280564785,0.43531267531216145,0.10884422127960383,0.060568221675344,0.2472666414165005,0.05867883977629263,0.24453722907782874,15.997629936962293,0.9623213841514332,0.026366114616394043,0.06056822091341019,0.026830019429326057,0.06163389980792999,0.027381543070077896,0.06290086358785629,0.027060626074671745,0.06216365098953247,0.027179349213838577,0.062436383217573166,0.027393924072384834,0.06292930245399475,0.027602490037679672,0.06340841948986053,0.027783574536442757,0.06382440775632858,0.0278739295899868,0.06403197348117828,0.027545122429728508,0.06327663362026215,0.027372339740395546,0.06287971884012222,0.027419811114668846,0.0629887729883194,0.02735046111047268,0.06282945722341537,0.026337016373872757,0.060501374304294586,0.02641790360212326,0.06068718805909157,0.027398450300097466,0.06293970346450806
