task	module	layer	module_type	samples	baseline_nll	edited_nll	utility	utility_ci_low	utility_ci_high	fraction_examples_benefit
qwen_commonsense	layers.1.self_attn.q_proj	1	q_proj	64	5.953032109886408	5.973123211413622	-0.02009110152721405	-0.03435647785663605	-0.005131115764379516	0.375
qwen_commonsense	layers.1.self_attn.v_proj	1	v_proj	64	5.953032109886408	5.966454919427633	-0.013422809541225433	-0.024423358775675297	-0.002837974578142167	0.375
qwen_commonsense	layers.10.mlp.down_proj	10	down_proj	64	5.953032109886408	5.90474434196949	0.0482877679169178	0.03399781556800008	0.06340580442920327	0.8125
qwen_commonsense	layers.10.mlp.gate_proj	10	gate_proj	64	5.953032109886408	6.007147576659918	-0.05411546677350998	-0.07457681652158499	-0.03418111298233274	0.265625
qwen_commonsense	layers.10.mlp.up_proj	10	up_proj	64	5.953032109886408	5.938557159155607	0.014474950730800629	0.0038370128720998766	0.024428598955273623	0.625
qwen_commonsense	layers.10.self_attn.k_proj	10	k_proj	64	5.953032109886408	5.9430214166641235	0.010010693222284317	-0.0025006202980875965	0.023234983440488573	0.625
qwen_commonsense	layers.10.self_attn.o_proj	10	o_proj	64	5.953032109886408	5.927259985357523	0.025772124528884888	0.012129800207912923	0.040750829316675646	0.671875
qwen_commonsense	layers.10.self_attn.q_proj	10	q_proj	64	5.953032109886408	5.954354416579008	-0.0013223066926002502	-0.012561513110995293	0.010040813684463492	0.484375
qwen_commonsense	layers.10.self_attn.v_proj	10	v_proj	64	5.953032109886408	5.959554743021727	-0.006522633135318756	-0.01893197149038315	0.005892936512827868	0.484375
qwen_commonsense	layers.11.mlp.down_proj	11	down_proj	64	5.953032109886408	5.917551051825285	0.035481058061122894	0.022278709895908834	0.0482211260125041	0.71875
qwen_commonsense	layers.11.mlp.gate_proj	11	gate_proj	64	5.953032109886408	5.967172425240278	-0.014140315353870392	-0.026862468756735324	-0.0012434829026460722	0.40625
qwen_commonsense	layers.11.mlp.up_proj	11	up_proj	64	5.953032109886408	5.949962131679058	0.0030699782073497772	-0.009805233497172595	0.015898797288537023	0.515625
qwen_commonsense	layers.11.self_attn.k_proj	11	k_proj	64	5.953032109886408	5.942104499787092	0.010927610099315643	-1.4474242925643914e-05	0.02190458960831165	0.640625
qwen_commonsense	layers.11.self_attn.o_proj	11	o_proj	64	5.953032109886408	5.941868543624878	0.011163566261529922	-0.0006487821228802202	0.0227247723378241	0.609375
qwen_commonsense	layers.11.self_attn.q_proj	11	q_proj	64	5.953032109886408	5.960122536867857	-0.007090426981449127	-0.02310587987303734	0.008216611854732034	0.546875
qwen_commonsense	layers.11.self_attn.v_proj	11	v_proj	64	5.953032109886408	5.972063448280096	-0.019031338393688202	-0.03176632784307003	-0.006522038392722607	0.296875
qwen_commonsense	layers.12.mlp.down_proj	12	down_proj	64	5.953032109886408	5.955962341278791	-0.0029302313923835754	-0.017095224000513554	0.010166225396096691	0.484375
qwen_commonsense	layers.12.mlp.gate_proj	12	gate_proj	64	5.953032109886408	5.989117540419102	-0.03608543053269386	-0.04854373717680573	-0.023987125139683492	0.25
qwen_commonsense	layers.12.mlp.up_proj	12	up_proj	64	5.953032109886408	5.934675477445126	0.018356632441282272	0.005141689255833626	0.03146109310910104	0.671875
qwen_commonsense	layers.12.self_attn.k_proj	12	k_proj	64	5.953032109886408	5.966362591832876	-0.013330481946468353	-0.02545916698873043	-0.0016053419560194057	0.453125
qwen_commonsense	layers.12.self_attn.o_proj	12	o_proj	64	5.953032109886408	5.945635989308357	0.007396120578050613	-0.005061376467347145	0.020663881860673427	0.484375
qwen_commonsense	layers.12.self_attn.q_proj	12	q_proj	64	5.953032109886408	5.933757815510035	0.01927429437637329	0.008250176720321179	0.030022730678319925	0.671875
qwen_commonsense	layers.12.self_attn.v_proj	12	v_proj	64	5.953032109886408	5.992136005312204	-0.03910389542579651	-0.052827229537069795	-0.025180586986243727	0.265625
qwen_commonsense	layers.13.mlp.down_proj	13	down_proj	64	5.953032109886408	5.947453245520592	0.005578864365816116	-0.013490782584995031	0.02563185282051562	0.546875
qwen_commonsense	layers.13.mlp.gate_proj	13	gate_proj	64	5.953032109886408	5.972342684864998	-0.01931057497859001	-0.030688237491995098	-0.007674269843846561	0.328125
qwen_commonsense	layers.13.mlp.up_proj	13	up_proj	64	5.953032109886408	5.9939702190458775	-0.040938109159469604	-0.05648733265697956	-0.026284830830991278	0.296875
qwen_commonsense	layers.13.self_attn.k_proj	13	k_proj	64	5.953032109886408	5.952030386775732	0.0010017231106758118	-0.012300179153680802	0.014945903234183782	0.5
qwen_commonsense	layers.13.self_attn.o_proj	13	o_proj	64	5.953032109886408	5.940110243856907	0.012921866029500961	0.0011469892226159575	0.02463434040546417	0.640625
qwen_commonsense	layers.13.self_attn.q_proj	13	q_proj	64	5.953032109886408	5.945537451654673	0.0074946582317352295	-0.0050993733108043665	0.01998151782900094	0.578125
qwen_commonsense	layers.13.self_attn.v_proj	13	v_proj	64	5.953032109886408	5.930168863385916	0.022863246500492096	0.009587233141064643	0.03674447555094957	0.671875
qwen_commonsense	layers.14.mlp.down_proj	14	down_proj	64	5.953032109886408	5.897855956107378	0.055176153779029846	0.03793933112174273	0.0722185356542468	0.796875
qwen_commonsense	layers.14.mlp.gate_proj	14	gate_proj	64	5.953032109886408	5.9795749224722385	-0.02654281258583069	-0.04049042984843254	-0.013575347885489466	0.34375
qwen_commonsense	layers.14.mlp.up_proj	14	up_proj	64	5.953032109886408	5.951752793043852	0.0012793168425559998	-0.009919947572052478	0.012995569035410878	0.5
qwen_commonsense	layers.14.self_attn.k_proj	14	k_proj	64	5.953032109886408	5.963912736624479	-0.010880626738071442	-0.022748747281730174	0.000584786757826799	0.421875
qwen_commonsense	layers.14.self_attn.o_proj	14	o_proj	64	5.953032109886408	5.939362496137619	0.013669613748788834	0.0026001622900366783	0.024749182164669026	0.5
qwen_commonsense	layers.14.self_attn.q_proj	14	q_proj	64	5.953032109886408	5.946685455739498	0.006346654146909714	-0.004971672128885984	0.01762168277055025	0.5625
qwen_commonsense	layers.14.self_attn.v_proj	14	v_proj	64	5.953032109886408	5.960506319999695	-0.007474210113286972	-0.019305810052901506	0.004462594538927073	0.421875
qwen_commonsense	layers.15.mlp.down_proj	15	down_proj	64	5.953032109886408	5.842273939400911	0.11075817048549652	0.08670928291976451	0.1358147658407688	0.890625
qwen_commonsense	layers.15.mlp.gate_proj	15	gate_proj	64	5.953032109886408	5.931682799011469	0.021349310874938965	0.0023540748283267026	0.04259535428136586	0.671875
qwen_commonsense	layers.15.mlp.up_proj	15	up_proj	64	5.953032109886408	5.887587919831276	0.06544419005513191	0.04776486661285162	0.08379187742248177	0.8125
qwen_commonsense	layers.15.self_attn.k_proj	15	k_proj	64	5.953032109886408	5.954497586935759	-0.0014654770493507385	-0.012585191056132317	0.010197746008634562	0.5
qwen_commonsense	layers.15.self_attn.o_proj	15	o_proj	64	5.953032109886408	5.901039712131023	0.051992397755384445	0.03535562455654145	0.06995255332440138	0.734375
qwen_commonsense	layers.15.self_attn.q_proj	15	q_proj	64	5.953032109886408	5.946333289146423	0.006698820739984512	-0.0052694427780807015	0.01892280047759413	0.5625
qwen_commonsense	layers.15.self_attn.v_proj	15	v_proj	64	5.953032109886408	5.9587355852127075	-0.005703475326299667	-0.017421075515449046	0.005408315174281587	0.453125
qwen_commonsense	layers.16.mlp.down_proj	16	down_proj	64	5.953032109886408	5.899611029773951	0.053421080112457275	0.03890217486768961	0.06897668819874524	0.875
qwen_commonsense	layers.16.mlp.gate_proj	16	gate_proj	64	5.953032109886408	5.934202153235674	0.018829956650733948	0.005481392703950405	0.03241937477141618	0.609375
qwen_commonsense	layers.16.mlp.up_proj	16	up_proj	64	5.953032109886408	5.942939419299364	0.010092690587043762	-1.0484270751476033e-05	0.020184136554598806	0.65625
qwen_commonsense	layers.16.self_attn.k_proj	16	k_proj	64	5.953032109886408	5.950035374611616	0.0029967352747917175	-0.007938137464225292	0.014279160276055324	0.609375
qwen_commonsense	layers.16.self_attn.o_proj	16	o_proj	64	5.953032109886408	5.904681082814932	0.04835102707147598	0.032273313216865065	0.06449891943484543	0.71875
qwen_commonsense	layers.16.self_attn.q_proj	16	q_proj	64	5.953032109886408	5.962355487048626	-0.009323377162218094	-0.022288153413683176	0.004746001027524453	0.34375
qwen_commonsense	layers.16.self_attn.v_proj	16	v_proj	64	5.953032109886408	5.974676515907049	-0.021644406020641327	-0.03292509615421295	-0.01079437248408795	0.328125
qwen_commonsense	layers.17.mlp.down_proj	17	down_proj	64	5.953032109886408	5.9915542379021645	-0.03852212801575661	-0.05302608851343393	-0.024112117011100054	0.28125
qwen_commonsense	layers.17.mlp.gate_proj	17	gate_proj	64	5.953032109886408	5.964942310005426	-0.011910200119018555	-0.023733868822455404	-0.00035611856728792654	0.4375
qwen_commonsense	layers.17.mlp.up_proj	17	up_proj	64	5.953032109886408	5.974756695330143	-0.021724585443735123	-0.03468600893393159	-0.008315889071673173	0.34375
qwen_commonsense	layers.17.self_attn.k_proj	17	k_proj	64	5.953032109886408	5.94802875071764	0.005003359168767929	-0.006985707301646471	0.01662509012967348	0.578125
qwen_commonsense	layers.17.self_attn.o_proj	17	o_proj	64	5.953032109886408	5.917686145752668	0.03534596413373947	0.022595588117837906	0.049257449060678464	0.75
qwen_commonsense	layers.17.self_attn.q_proj	17	q_proj	64	5.953032109886408	5.9687525406479836	-0.0157204307615757	-0.030348862148821355	0.00012548333033918178	0.390625
qwen_commonsense	layers.17.self_attn.v_proj	17	v_proj	64	5.953032109886408	5.941419456154108	0.011612653732299805	-0.0011483740061521528	0.02351209986954927	0.609375
qwen_commonsense	layers.18.mlp.down_proj	18	down_proj	64	5.953032109886408	5.920162320137024	0.032869789749383926	0.02050919085741043	0.04534322172403335	0.75
qwen_commonsense	layers.18.mlp.gate_proj	18	gate_proj	64	5.953032109886408	5.933065555989742	0.019966553896665573	0.004481447860598564	0.035460719838738435	0.609375
qwen_commonsense	layers.18.mlp.up_proj	18	up_proj	64	5.953032109886408	5.959749914705753	-0.006717804819345474	-0.01653823899105191	0.0032916650176048152	0.4375
qwen_commonsense	layers.18.self_attn.k_proj	18	k_proj	64	5.953032109886408	5.945415828377008	0.007616281509399414	-0.002605674043297768	0.01765611246228218	0.65625
qwen_commonsense	layers.18.self_attn.o_proj	18	o_proj	64	5.953032109886408	5.9233766682446	0.029655441641807556	0.016104185581207277	0.04384719263762235	0.703125
qwen_commonsense	layers.18.self_attn.q_proj	18	q_proj	64	5.953032109886408	5.9444542825222015	0.008577827364206314	-0.0017566206865012644	0.019017321057617657	0.5625
qwen_commonsense	layers.18.self_attn.v_proj	18	v_proj	64	5.953032109886408	5.938825782388449	0.014206327497959137	0.006208786927163601	0.022542366571724412	0.625
qwen_commonsense	layers.19.mlp.down_proj	19	down_proj	64	5.953032109886408	5.956594541668892	-0.0035624317824840546	-0.014572219271212817	0.006933314446359869	0.4375
qwen_commonsense	layers.19.mlp.gate_proj	19	gate_proj	64	5.953032109886408	5.950799886137247	0.0022322237491607666	-0.010450480505824089	0.015591943077743047	0.484375
qwen_commonsense	layers.19.mlp.up_proj	19	up_proj	64	5.953032109886408	5.959943015128374	-0.0069109052419662476	-0.020805124752223493	0.006306506879627682	0.46875
qwen_commonsense	layers.19.self_attn.k_proj	19	k_proj	64	5.953032109886408	5.992378316819668	-0.039346206933259964	-0.05517637999728322	-0.024179397057741886	0.28125
qwen_commonsense	layers.19.self_attn.o_proj	19	o_proj	64	5.953032109886408	5.9269538670778275	0.0260782428085804	0.012583469040691853	0.039859929773956526	0.71875
qwen_commonsense	layers.19.self_attn.q_proj	19	q_proj	64	5.953032109886408	5.946589920669794	0.0064421892166137695	-0.018011953122913836	0.032481704652309415	0.515625
qwen_commonsense	layers.19.self_attn.v_proj	19	v_proj	64	5.953032109886408	5.938215363770723	0.01481674611568451	0.00637709703296423	0.023214752040803432	0.609375
qwen_commonsense	layers.2.mlp.down_proj	2	down_proj	64	5.953032109886408	5.935992192476988	0.017039917409420013	0.008532900922000408	0.02547805644571781	0.640625
qwen_commonsense	layers.2.mlp.gate_proj	2	gate_proj	64	5.953032109886408	5.963155381381512	-0.010123271495103836	-0.021290912572294474	0.0012243791483342382	0.421875
qwen_commonsense	layers.2.mlp.up_proj	2	up_proj	64	5.953032109886408	5.958993259817362	-0.0059611499309539795	-0.018746843747794627	0.006203386560082431	0.453125
qwen_commonsense	layers.2.self_attn.k_proj	2	k_proj	64	5.953032109886408	5.945822697132826	0.007209412753582001	-0.004057320021092892	0.018799595721065997	0.578125
qwen_commonsense	layers.2.self_attn.o_proj	2	o_proj	64	5.953032109886408	5.94435004517436	0.008682064712047577	-0.004036382958292961	0.0211467871442437	0.5625
qwen_commonsense	layers.2.self_attn.q_proj	2	q_proj	64	5.953032109886408	5.965243071317673	-0.012210961431264877	-0.025603190530091524	0.0019881458953022574	0.390625
qwen_commonsense	layers.2.self_attn.v_proj	2	v_proj	64	5.953032109886408	5.964177083224058	-0.011144973337650299	-0.024486478604376315	0.002425466850399949	0.46875
qwen_commonsense	layers.20.mlp.down_proj	20	down_proj	64	5.953032109886408	5.930798873305321	0.022233236581087112	0.007152415625751018	0.03822436248883605	0.609375
qwen_commonsense	layers.20.mlp.gate_proj	20	gate_proj	64	5.953032109886408	5.939679462462664	0.013352647423744202	0.0016220126301050189	0.025138966180384154	0.703125
qwen_commonsense	layers.20.mlp.up_proj	20	up_proj	64	5.953032109886408	5.910799387842417	0.04223272204399109	0.03027892280369997	0.05493304841220378	0.796875
qwen_commonsense	layers.20.self_attn.k_proj	20	k_proj	64	5.953032109886408	5.978140003979206	-0.025107894092798233	-0.036567877233028415	-0.013707440160214905	0.3125
qwen_commonsense	layers.20.self_attn.o_proj	20	o_proj	64	5.953032109886408	5.931767210364342	0.021264899522066116	0.010844492632895709	0.03148684818297624	0.671875
qwen_commonsense	layers.20.self_attn.q_proj	20	q_proj	64	5.953032109886408	5.941240023821592	0.011792086064815521	0.0010659869760274888	0.02281757686287164	0.609375
qwen_commonsense	layers.20.self_attn.v_proj	20	v_proj	64	5.953032109886408	5.954592417925596	-0.001560308039188385	-0.012869926914572715	0.009440301544964304	0.53125
qwen_commonsense	layers.21.mlp.down_proj	21	down_proj	64	5.953032109886408	6.004540484398603	-0.05150837451219559	-0.06599755343049765	-0.03707896266132594	0.21875
qwen_commonsense	layers.21.mlp.gate_proj	21	gate_proj	64	5.953032109886408	5.947996951639652	0.0050351582467556	-0.006688683945685625	0.016611053422093385	0.546875
qwen_commonsense	layers.21.mlp.up_proj	21	up_proj	64	5.953032109886408	5.923307556658983	0.02972455322742462	0.016973301768302917	0.04287338387221096	0.75
qwen_commonsense	layers.21.self_attn.k_proj	21	k_proj	64	5.953032109886408	5.961800184100866	-0.008768074214458466	-0.02107596043497324	0.003862106241285793	0.359375
qwen_commonsense	layers.21.self_attn.o_proj	21	o_proj	64	5.953032109886408	5.958859771490097	-0.005827661603689194	-0.017968050856143235	0.005824616923928259	0.46875
qwen_commonsense	layers.21.self_attn.q_proj	21	q_proj	64	5.953032109886408	5.966246757656336	-0.013214647769927979	-0.026107132993638517	-0.0006016835570335405	0.328125
qwen_commonsense	layers.21.self_attn.v_proj	21	v_proj	64	5.953032109886408	5.960843108594418	-0.00781099870800972	-0.019032579381018877	0.0025274301879107857	0.46875
qwen_commonsense	layers.22.mlp.down_proj	22	down_proj	64	5.953032109886408	5.952778656035662	0.0002534538507461548	-0.01116130817681551	0.010640142112970345	0.515625
qwen_commonsense	layers.22.mlp.gate_proj	22	gate_proj	64	5.953032109886408	5.967564094811678	-0.01453198492527008	-0.02392591703683138	-0.004878460615873342	0.328125
qwen_commonsense	layers.22.mlp.up_proj	22	up_proj	64	5.953032109886408	5.945085909217596	0.007946200668811798	-0.003548253886401653	0.02002345416694878	0.53125
qwen_commonsense	layers.22.self_attn.k_proj	22	k_proj	64	5.953032109886408	5.927977692335844	0.025054417550563812	0.009592798352241517	0.04142342898994682	0.609375
qwen_commonsense	layers.22.self_attn.o_proj	22	o_proj	64	5.953032109886408	5.943954691290855	0.009077418595552444	-0.007019882369786501	0.025382705498486757	0.5
qwen_commonsense	layers.22.self_attn.q_proj	22	q_proj	64	5.953032109886408	5.8627073764801025	0.09032473340630531	0.05996896233409643	0.12206395557150243	0.765625
qwen_commonsense	layers.22.self_attn.v_proj	22	v_proj	64	5.953032109886408	5.963559150695801	-0.010527040809392929	-0.023195950966328382	0.0017971121706068292	0.421875
qwen_commonsense	layers.23.mlp.down_proj	23	down_proj	64	5.953032109886408	5.9242739006876945	0.028758209198713303	0.019065729808062315	0.038020110689103596	0.75
qwen_commonsense	layers.23.mlp.gate_proj	23	gate_proj	64	5.953032109886408	5.930707264691591	0.02232484519481659	0.014777486585080624	0.030051447078585626	0.765625
qwen_commonsense	layers.23.mlp.up_proj	23	up_proj	64	5.953032109886408	5.937998224049807	0.015033885836601257	0.004567252285778523	0.025588720105588436	0.625
qwen_commonsense	layers.23.self_attn.k_proj	23	k_proj	64	5.953032109886408	5.9808857552707195	-0.027853645384311676	-0.04881461095064878	-0.008026982285082347	0.375
qwen_commonsense	layers.23.self_attn.o_proj	23	o_proj	64	5.953032109886408	5.9613894782960415	-0.008357368409633636	-0.018717455305159093	0.0017786892130970853	0.5
qwen_commonsense	layers.23.self_attn.q_proj	23	q_proj	64	5.953032109886408	5.9253219328820705	0.02771017700433731	0.012716920487582684	0.04268271476030348	0.59375
qwen_commonsense	layers.23.self_attn.v_proj	23	v_proj	64	5.953032109886408	5.95322011038661	-0.00018800050020217896	-0.010264105722308159	0.009637096337974067	0.53125
qwen_commonsense	layers.24.mlp.down_proj	24	down_proj	64	5.953032109886408	5.948329109698534	0.00470300018787384	-0.003706790506839752	0.013166669569909563	0.53125
qwen_commonsense	layers.24.mlp.gate_proj	24	gate_proj	64	5.953032109886408	5.884138446301222	0.068893663585186	0.047243681736290455	0.09142902363091707	0.75
qwen_commonsense	layers.24.mlp.up_proj	24	up_proj	64	5.953032109886408	5.893893554806709	0.05913855507969856	0.036474063899368046	0.08399464627727866	0.75
qwen_commonsense	layers.24.self_attn.k_proj	24	k_proj	64	5.953032109886408	5.9506049156188965	0.002427194267511368	-0.012512532062828539	0.01803706819191575	0.515625
qwen_commonsense	layers.24.self_attn.o_proj	24	o_proj	64	5.953032109886408	5.947813872247934	0.005218237638473511	-0.004520714096724987	0.014380402490496621	0.640625
qwen_commonsense	layers.24.self_attn.q_proj	24	q_proj	64	5.953032109886408	5.982017766684294	-0.028985656797885895	-0.039154204167425634	-0.019029924087226393	0.203125
qwen_commonsense	layers.24.self_attn.v_proj	24	v_proj	64	5.953032109886408	6.177685607224703	-0.22465349733829498	-0.28228713274002076	-0.16497639659792193	0.15625
qwen_commonsense	layers.25.mlp.down_proj	25	down_proj	64	5.953032109886408	5.923176284879446	0.029855825006961823	0.019566027261316777	0.03977111615240573	0.765625
qwen_commonsense	layers.25.mlp.gate_proj	25	gate_proj	64	5.953032109886408	5.96076187863946	-0.007729768753051758	-0.015945683419704437	0.0007157336920499776	0.34375
qwen_commonsense	layers.25.mlp.up_proj	25	up_proj	64	5.953032109886408	5.950810447335243	0.002221662551164627	-0.0058258575387299056	0.009987669903784987	0.53125
qwen_commonsense	layers.25.self_attn.k_proj	25	k_proj	64	5.953032109886408	5.849542688578367	0.10348942130804062	0.08326545543968678	0.12345548421144484	0.9375
qwen_commonsense	layers.25.self_attn.o_proj	25	o_proj	64	5.953032109886408	5.956137124449015	-0.0031050145626068115	-0.010860184580087662	0.004613222181797027	0.5
qwen_commonsense	layers.25.self_attn.q_proj	25	q_proj	64	5.953032109886408	5.949052512645721	0.003979597240686417	-0.00690882345661521	0.014748698752373439	0.5
qwen_commonsense	layers.25.self_attn.v_proj	25	v_proj	64	5.953032109886408	5.966090027242899	-0.013057917356491089	-0.021774562261998653	-0.004608274064958099	0.421875
qwen_commonsense	layers.26.mlp.down_proj	26	down_proj	64	5.953032109886408	5.949738025665283	0.003294084221124649	-0.004791799839586019	0.011473506037145847	0.578125
qwen_commonsense	layers.26.mlp.gate_proj	26	gate_proj	64	5.953032109886408	5.95694861933589	-0.003916509449481964	-0.009847870282828807	0.00176783464848995	0.421875
qwen_commonsense	layers.26.mlp.up_proj	26	up_proj	64	5.953032109886408	5.962292701005936	-0.009260591119527817	-0.017247002851217986	-0.0015380021184682893	0.40625
qwen_commonsense	layers.26.self_attn.k_proj	26	k_proj	64	5.953032109886408	5.952187314629555	0.0008447952568531036	-0.007448132243007421	0.009024771861732004	0.515625
qwen_commonsense	layers.26.self_attn.o_proj	26	o_proj	64	5.953032109886408	5.962656892836094	-0.00962478294968605	-0.016934234462678433	-0.0027008589357137686	0.40625
qwen_commonsense	layers.26.self_attn.q_proj	26	q_proj	64	5.953032109886408	5.949390709400177	0.0036414004862308502	-0.006120040640234947	0.01339258644729851	0.5
qwen_commonsense	layers.26.self_attn.v_proj	26	v_proj	64	5.953032109886408	5.954126555472612	-0.0010944455862045288	-0.009633977524936199	0.007017657533288	0.546875
qwen_commonsense	layers.27.mlp.down_proj	27	down_proj	64	5.953032109886408	5.947875984013081	0.005156125873327255	-0.003578413836658001	0.013999954331666231	0.578125
qwen_commonsense	layers.27.mlp.gate_proj	27	gate_proj	64	5.953032109886408	5.947681333869696	0.005350776016712189	-0.003319929540157318	0.013362860865890978	0.5625
qwen_commonsense	layers.27.mlp.up_proj	27	up_proj	64	5.953032109886408	5.946597307920456	0.0064348019659519196	-0.0008309234865009784	0.014227004628628487	0.640625
qwen_commonsense	layers.27.self_attn.k_proj	27	k_proj	64	5.953032109886408	5.918454550206661	0.03457755967974663	0.02450503297150135	0.04506659135222435	0.78125
qwen_commonsense	layers.27.self_attn.o_proj	27	o_proj	64	5.953032109886408	5.951827090233564	0.0012050196528434753	-0.004444200545549392	0.0070421619340777335	0.546875
qwen_commonsense	layers.27.self_attn.q_proj	27	q_proj	64	5.953032109886408	5.956359501928091	-0.003327392041683197	-0.010908125340938568	0.004177050665020941	0.484375
qwen_commonsense	layers.27.self_attn.v_proj	27	v_proj	64	5.953032109886408	5.944814201444387	0.008217908442020416	-0.00087888203561306	0.017596022970974443	0.640625
qwen_commonsense	layers.28.mlp.down_proj	28	down_proj	64	5.953032109886408	5.955019269138575	-0.001987159252166748	-0.008457956835627556	0.0044953456148505155	0.40625
qwen_commonsense	layers.28.mlp.gate_proj	28	gate_proj	64	5.953032109886408	5.943745646625757	0.009286463260650635	0.002377627417445183	0.016424381919205183	0.703125
qwen_commonsense	layers.28.mlp.up_proj	28	up_proj	64	5.953032109886408	5.960229706019163	-0.0071975961327552795	-0.014765235409140588	0.00025622826069593413	0.453125
qwen_commonsense	layers.28.self_attn.k_proj	28	k_proj	64	5.953032109886408	5.872378058731556	0.08065405115485191	0.06465420620515942	0.09665897153317927	0.875
qwen_commonsense	layers.28.self_attn.o_proj	28	o_proj	64	5.953032109886408	5.9646697118878365	-0.011637602001428604	-0.01886198138818145	-0.004702485539019114	0.3125
qwen_commonsense	layers.28.self_attn.q_proj	28	q_proj	64	5.953032109886408	5.92966515570879	0.023366954177618027	0.014348708558827639	0.03255885727703571	0.71875
qwen_commonsense	layers.28.self_attn.v_proj	28	v_proj	64	5.953032109886408	5.944109134376049	0.00892297551035881	0.0005918421782553197	0.016647442430257797	0.609375
qwen_commonsense	layers.29.mlp.down_proj	29	down_proj	64	5.953032109886408	5.950237922370434	0.002794187515974045	-0.004437384568154811	0.009751059487462044	0.53125
qwen_commonsense	layers.29.mlp.gate_proj	29	gate_proj	64	5.953032109886408	5.95774407684803	-0.004711966961622238	-0.012137147597968578	0.0026886192150413985	0.453125
qwen_commonsense	layers.29.mlp.up_proj	29	up_proj	64	5.953032109886408	5.956308852881193	-0.003276742994785309	-0.010783613659441471	0.004069219529628748	0.484375
qwen_commonsense	layers.29.self_attn.k_proj	29	k_proj	64	5.953032109886408	5.93210656195879	0.020925547927618027	0.013384503684937954	0.028123209439218044	0.765625
qwen_commonsense	layers.29.self_attn.o_proj	29	o_proj	64	5.953032109886408	5.958422921597958	-0.005390811711549759	-0.012239602021872997	0.0013286865316331359	0.484375
qwen_commonsense	layers.29.self_attn.q_proj	29	q_proj	64	5.953032109886408	5.950134605169296	0.0028975047171115875	-0.005911662895232439	0.012022126838564871	0.546875
qwen_commonsense	layers.29.self_attn.v_proj	29	v_proj	64	5.953032109886408	5.955314993858337	-0.00228288397192955	-0.009159523993730545	0.004723699390888209	0.484375
qwen_commonsense	layers.3.mlp.down_proj	3	down_proj	64	5.953032109886408	5.958407834172249	-0.005375724285840988	-0.018347135931253433	0.007189957611262797	0.5
qwen_commonsense	layers.3.mlp.gate_proj	3	gate_proj	64	5.953032109886408	5.944406200200319	0.008625909686088562	-0.00429099928587675	0.021797740459442137	0.59375
qwen_commonsense	layers.3.mlp.up_proj	3	up_proj	64	5.953032109886408	5.9202384278178215	0.03279368206858635	0.020761886890977622	0.045240171439945694	0.765625
qwen_commonsense	layers.3.self_attn.k_proj	3	k_proj	64	5.953032109886408	5.944951508194208	0.008080601692199707	-0.0030335621908307076	0.019198505394160747	0.578125
qwen_commonsense	layers.3.self_attn.o_proj	3	o_proj	64	5.953032109886408	5.952357821166515	0.0006742887198925018	-0.011636262480169534	0.013410933408886192	0.484375
qwen_commonsense	layers.3.self_attn.q_proj	3	q_proj	64	5.953032109886408	5.932033125311136	0.020998984575271606	0.010489555075764656	0.03129913080483674	0.703125
qwen_commonsense	layers.3.self_attn.v_proj	3	v_proj	64	5.953032109886408	5.956641178578138	-0.0036090686917304993	-0.01543879061937332	0.0081214217469096	0.453125
